Date,Open,High,Low,Close,Volume,f_ret_1,f_ret_5,f_ret_10,f_ret_22,f_ret_44,f_ret_88,f_natr,f_rsi,f_norm_upper,f_norm_lower,f_norm_middle,return,target,predicted_signal,strategy_returns
2018-07-20,259.0529365739939,259.7103812044817,258.80294032857466,258.9696044921875,82337700,-0.0011424707926035,0.0003219309728599,0.0154669375243519,0.0151724685755192,0.0328145192326183,0.0256767406218423,0.753331073773979,60.91970368488393,1.0058542676620854,0.997220379789056,1.0015373237255707,0.00185919822916,1,1,-0.001142470792603545
2018-07-23,258.75661814609015,259.664030638007,258.39548425076447,259.4510803222656,47047600,0.00185919822916,0.0030789571519269,0.0082766587147269,0.0153277389565236,0.0373280772828785,0.0264703568815689,0.7331474831860088,62.19857924444384,1.0036242554104935,0.99696099272773,1.000292624069112,0.0050319389326338,1,1,0.0018591982291600306
2018-07-24,260.92331469853195,261.636285633045,259.84920989920664,260.7566223144531,68026900,0.0050319389326338,0.0040643317666066,0.0097165658916442,0.0268740932049371,0.0347679872569757,0.0457855273082212,0.7372302330689033,65.49576822844347,1.001173358028526,0.991014621265223,0.9960939896468746,0.0085224682669136,1,1,0.005031938932633873
2018-07-25,260.4973463514812,263.3122405918239,260.4510601820721,262.9789123535156,78882900,0.0085224682669136,0.0104958062390629,0.0258252273238073,0.0337410135547786,0.0464959577325703,0.0529075057644023,0.7564994651933953,70.25223660347733,1.0010054639615495,0.9785023466699332,0.9897539053157411,-0.0023588614197056,0,0,0.008522468266913608
2018-07-26,262.2289632805086,263.0715526308547,262.1270941206723,262.35858154296875,57919500,-0.0023588614197056,0.0119289676494551,0.0142108047323261,0.0455352658238623,0.0411629777112489,0.0524435284138231,0.7298381258080534,67.45682697851841,1.0064061206349062,0.9824974530211952,0.9944517868280508,-0.0067762277994353,0,1,-0.0
2018-07-27,262.7011845213122,262.8030536835196,259.6177844179614,260.5807800292969,76768700,-0.0067762277994353,0.0062214851054382,0.0065454189670506,0.0361563329964103,0.0362308366958272,0.0721119172556219,0.769642819452017,60.07863486050488,1.012267420749679,0.9926785716840736,1.002472996216876,-0.0052237392739957,0,1,-0.006776227799435319
2018-07-30,260.66405293480693,260.8307170630444,258.6732389024927,259.2195739746094,63742500,-0.0052237392739957,-0.0008922928644917,0.0021839169559383,0.0393537391117932,0.0332794134686529,0.0897386693591195,0.7778710021912266,55.10850261054393,1.017913781583103,0.9972032872270732,1.007558534405088,0.0049295352648606,1,1,-0.0052237392739957755
2018-07-31,260.01592235435294,261.1363135333293,259.6177707815068,260.4974060058594,68570500,0.0049295352648606,-0.0009940929066075,0.0030661985366198,0.0385397627814099,0.0504545540688847,0.0659472171260275,0.7713227404724768,58.57318932145749,1.0128763556241198,0.9919578174683864,1.0024170865462532,-0.0016705758062431,0,0,0.004929535264860618
2018-08-01,260.7104014502557,261.2381995736227,259.38630012973243,260.0622253417969,53853300,-0.0016705758062431,-0.0110909539689552,-0.0007115562337567,0.0353142237329253,0.0348893192366608,0.0825833001763798,0.7682909599357768,56.9608485635664,1.0097561274157765,0.993946740514978,1.0018514339653772,0.005447844501796,1,1,-0.0
2018-08-02,258.70115422663105,261.65490838883085,258.48817557840425,261.47900390625,63426400,0.005447844501796,-0.0033525781072066,0.0085363967464653,0.0387335761651503,0.0469405911522542,0.0917067295364331,0.7960535960194461,60.74898746552998,1.0013800810059457,0.990120528694358,0.995750304850152,0.004284358432818,1,0,0.005447844501796029
2018-08-03,261.60850097315443,262.6548283888702,261.4232997772324,262.5992736816406,53935400,0.004284358432818,0.0077461340476332,0.0140158116106734,0.0468806772271823,0.0412041971228633,0.082551667563776,0.7695374833080204,63.48570772609477,1.0019398344611046,0.9841395093696386,0.9930396719153716,0.0036671166840387,1,1,0.0
2018-08-06,262.6363064415291,263.88631554943413,262.2288864370582,263.562255859375,39400900,0.0036671166840387,0.0167529088107789,0.0158456674452958,0.0422172159971578,0.040080466342534,0.1104909434200991,0.7568780223341746,65.6996122439615,1.002563477040303,0.9828500420986728,0.9927067595694876,0.0033026461927228,1,1,0.0036671166840387404
2018-08-07,264.25680429046736,264.83088859592385,264.1178892262016,264.4327087402344,43196600,0.0033026461927228,0.0151068787774666,0.0140977682298253,0.0368887632672558,0.0427568617016602,0.1000587929929313,0.7347701082473944,67.61123456998621,1.0040503054835117,0.9807805027479676,0.9924154041157396,-0.0004206611685655,0,0,0.0033026461927228024
