Date,Close,f_ret_1,f_ret_2,f_ret_3,f_ret_5,f_ret_14,f_ret_21,f_ret_50,f_natr,f_rsi,f_norm_upper,f_norm_lower,f_norm_middle,return,target
2009-03-18,60.97391891479492,0.022384107349663784,0.05365136166630391,0.05046673435399729,0.10035779645736476,0.056995343227047135,0.008962589356040551,-0.139149390174939,3.6949269068487918,57.36533462165922,1.007048598294248,0.9224398315660362,0.9647442149301422,-0.012385676704258386,0
2009-03-19,60.21871566772461,-0.012385676704258386,0.00972118832845914,0.04060117654170359,0.04556279231808835,0.06776720500635203,-0.0011387011530203939,-0.1554509345961892,3.683051072096312,54.70367534331212,1.0258871249303718,0.9452299457605422,0.985558535345457,-0.021294218443903556,0
2009-03-20,58.936405181884766,-0.021294218443903556,-0.033416151842845854,-0.011780035223244889,0.015364178452965671,0.09432082846903977,-0.011780035223244889,-0.1479093374090018,3.7160005467220487,50.4254219961467,1.0462028858569055,0.9738534966587541,1.0100281912578297,0.07182896893654145,1
2009-03-23,63.16974639892578,0.07182896893654145,0.0490052087375028,0.03601256936099695,0.09159605441062069,0.18179640858731538,0.06960050546395324,-0.09041658683803022,3.7040928559050403,61.21080406992617,1.0051762620654479,0.9130694653296475,0.9591228636975476,-0.019702806292675512,0
2009-03-24,61.92512512207031,-0.019702806292675512,0.05071093038270669,0.028336862309740196,0.03833351861334977,0.1317010638267464,0.08743344592200208,-0.08882135301213823,3.672593768649953,57.26611430055654,1.0324150332761932,0.9391524730225878,0.9857837531493905,0.010545422064521803,1
2009-03-25,62.57815170288086,0.010545422064521803,-0.009365158636365556,0.061791120611398576,0.026310147299662523,0.19233984369066048,0.058763024063748004,-0.05654993937115782,3.693892436288298,58.76753496938295,1.030658675248621,0.9305890492306631,0.9806238622396422,0.02038070437679651,1
2009-03-26,63.8535385131836,0.02038070437679651,0.03114104957094388,0.010824677210821365,0.06036035151455654,0.21452220932638766,0.08891457046160167,-0.03909030695360649,3.531703204383705,61.60481691442572,1.025736223881165,0.9191080190410669,0.972422121461116,-0.018048462430629963,0
2009-03-27,62.701080322265625,-0.018048462430629963,0.0019644015689121996,0.012530539077082237,0.06387690475458463,0.20678507469173835,0.0869360391375249,-0.025789614997306143,3.497260090772746,57.738506810549595,1.0227812746382612,0.9818262405387398,1.0023037575885005,-0.03455472116321079,0
2009-03-30,60.534461975097656,-0.03455472116321079,-0.05197952400712558,-0.03265819894276489,-0.04171750836525345,0.09954137117477324,0.07336585566464726,-0.05978743236392736,3.6945859305970172,51.22911002273946,1.065383855405067,0.9935580924968025,1.0294709739509347,0.009265508440301495,1
2009-03-31,61.09534454345703,0.009265508440301495,-0.02560937978349931,-0.04319563228523504,-0.013399740040534014,0.10254908807132179,0.13440763565517533,-0.0584391908249694,3.6048932621934218,52.71528578832655,1.0563437001888967,0.9782635477387407,1.0173036239638187,0.019365965237530203,1
2009-04-01,62.27851486206055,0.019365965237530203,0.028810909192194423,-0.006739364904611134,-0.004788202154691001,0.08132658059161879,0.16512301207190694,0.013282138995321269,3.5560915633626977,55.77669046961996,1.034816315968944,0.9592128666710253,0.9970145913199847,0.02923746070593558,1
2009-04-02,64.09938049316406,0.02923746070593558,0.049169637591130355,0.058890727723539094,0.0038500917209107755,0.10431259953721206,0.17143626196558448,-0.00027225383576856554,3.5122152020636475,60.06217292477742,1.0085355778493286,0.9303835181265258,0.9694595479879271,0.009948659986855013,1
2009-04-03,64.7370834350586,0.009948659986855013,0.03947699424823292,0.059607469584056494,0.03247157947404555,0.11868020500653498,0.23347529199066352,0.025535848290843877,3.3656986774325826,61.47038591155739,1.0168437211101904,0.9155558787115702,0.9661997999108803,-0.007832915096239734,0
2009-04-06,64.2300033569336,-0.007832915096239734,0.0020378178816169434,0.031334859207792,0.061048554183172454,0.07698071267009565,0.2216827351862123,0.013095351485063134,3.3199921994032233,59.668723284513845,1.0281933173345972,0.94247652636557,0.9853349218500835,-0.023325479836388996,0
2009-04-07,62.73180770874024,-0.023325479836388996,-0.030975688429491166,-0.021335195034680066,0.02678539874865904,0.02883017567563262,0.2073764736148711,-0.017275695452380946,3.3393132215563575,54.57883277877025,1.0441216621930856,0.9840474690569951,1.0140845656250403,0.010778322368447002,1
2009-04-08,63.40795135498047,0.010778322368447002,-0.012798567009017381,-0.02053123201652196,0.018135250903485556,0.052960871913201535,0.15173511916103988,-0.01667137566032395,3.188894103748511,56.386976762396515,1.0288625543788992,0.9848043093356906,1.006833431857295,0.03974247645321438,1
2009-04-09,65.92794036865234,0.03974247645321438,0.05094915604459449,0.02643526269620633,0.028526950828850595,0.11862846342919742,0.18975989210069333,-0.011051883655492034,3.1217888364807767,62.39539446595887,1.007287335661691,0.9405046592298228,0.9738959974457568,0.00023318231836921832,1
